words
diskriminanzebenen
diskriminanzfaktor
diskriminanzfaktoren
diskriminanzfaktors
diskriminanzfunktion
diskriminanzfunktionen
diskriminanzkoeffizient
diskriminanzkoeffizienten
diskriminanzkoeffizients
diskriminanzkriterien
diskriminanzkriterium
diskriminanzkriteriums
diskriminanzpotential
diskriminanzpotentiale
diskriminanzpotentialen
diskriminanzpotentials
diskriminanzpotenzial
diskriminanzpotenziale
diskriminanzpotenzialen
diskriminanzpotenzials
diskriminanzräume
diskriminanzräumen
diskriminanzraum
diskriminanzraume
diskriminanzraumes
diskriminanzraums
diskriminanzvalidität
diskriminanzvariable
diskriminanzvariablen
diskriminanzwert
diskriminanzwerte
diskriminanzwerten
diskriminanzwertes
diskriminanzwerts
disparität
disparitäten
disparitätsindex
disparitätsindexe
disparitätsindexen
disparitätsindexes
disparitätsindices
dispersionskoeffizient
dispersionskoeffizienten
dispersionskoeffizients
dispersionsmass
dispersionsmasse
dispersionsmassen
dispersionsmasses
dispersionstheorie
dispersionstheorien
distanzmass
distanzmasse
distanzmassen
distanzmasses
distanzmatrices
distanzmatrix
distanzmatrizen
distanzmatrizes
distanzmodell
distanzmodelle
distanzmodellen
distanzmodells
doppelsumme
doppelsummen
dreiecksmatrices
dreiecksmatrix
dreiecksmatrizen
dreiecksmatrizes
dreiecksverteilung
dreiecksverteilungen
dreimonatsdurchschnitt
dreimonatsdurchschnitte
dreimonatsdurchschnitten
dreimonatsdurchschnittes
dreimonatsdurchschnitts
drittvariable
drittvariablen
drittvariableneffekt
drittvariableneffekte
drittvariableneffekten
drittvariableneffektes
drittvariableneffekts
dummies
dummy
dummykodierung
dummykodierungen
dummys
dummyvariable
dummyvariablen
durchschnitt
durchschnitte
durchschnitten
durchschnittes
durchschnitts
durchschnittslag
durchschnittslags
durchschnittsränge
durchschnittsrängen
durchschnittsrang
durchschnittsrange
durchschnittsranges
durchschnittsrangs
durchschnittswert
durchschnittswerte
durchschnittswerten
durchschnittswertes
durchschnittswerts
effektcodierung
effektcodierungen
effektgrösse
effektgrössen
effektkodierung
effektkodierungen
effektstärke
effektstärken
eheschliessungsziffer
eheschliessungsziffern
eigenvalue
eigenvalues
eigenvektor
eigenvektoren
eigenvektors
eigenwertanteil
eigenwertanteile
eigenwertanteilen
eigenwertanteiles
eigenwertanteils
eigenwertediagramm
eigenwertediagramme
eigenwertediagrammen
eigenwertediagramms
eigenwertproblem
eigenwertprobleme
eigenwertproblemen
eigenwertproblems
einfachregression
einfachregressionen
einfachstruktur
einfachstrukturen
einflussgrössenrechnung
einflussgrössenrechnungen
einflusskurve
einflusskurven
eingabeneuronen
eingabeschicht
eingabeschichten
einheitsmatrices
einheitsmatrix
einheitsmatrizen
einheitsmatrizes
einheitswurzeltest
einheitswurzelteste
einheitswurzeltesten
einheitswurzeltestes
einheitswurzeltests
einkommensstichprobe
einkommensstichproben
einpunktverteilung
einpunktverteilungen
einstichprobentest
einstichprobenteste
einstichprobentesten
einstichprobentestes
einstichprobentests
einzelgleichungsschätzung
einzelgleichungsschätzungen
entscheidungslag
entscheidungslags
entsprechungszahl
entsprechungszahlen
entwicklungsreihe
entwicklungsreihen
ereignisdisjunktion
ereignisdisjunktionen
ereignismasse
ereignismassen
ereignisräume
ereignisräumen
ereignisraum
ereignisraume
ereignisraumes
ereignisraums
ergebnismenge
ergebnismengen
ergebnisräume
ergebnisräumen
ergebnisraum
ergebnisraume
ergebnisraumes
ergebnisraums
erhebung
erhebungen
erhebungsdesign
erhebungsdesigns
erhebungseinheit
erhebungseinheiten
erhebungsmerkmal
erhebungsmerkmale
erhebungsmerkmalen
erhebungsmerkmales
erhebungsmerkmals
erkundungsexperiment
erkundungsexperimente
erkundungsexperimenten
erkundungsexperimentes
erkundungsexperiments
erstdifferenzreihe
erstdifferenzreihen
erwartungsfehler
erwartungsfehlern
erwartungsfehlers
erwartungsnutzen
erwartungsnutzens
erwartungstreue
erwartungswert
erwartungswerte
erwartungswerten
erwartungswertes
erwartungswerts
exhaustion
exhaustionsproblem
exhaustionsprobleme
exhaustionsproblemen
exhaustionsproblems
expetanz
expetanzen
exponent
exponenten
exponentialdarstellung
exponentialdarstellungen
exponentialkurve
exponentialkurven
exponentialverteilung
exponentialverteilungen
extrapolation
extrapolationen
extrapolationsmodell
extrapolationsmodelle
extrapolationsmodellen
extrapolationsmodells
extremwert
extremwerte
extremwerten
extremwertes
extremwerts
faktoranalyse
faktoranalysen
faktorenanalyse
faktorenanalysen
faktorenextraktionsverfahren
faktorenextraktionsverfahrens
faktorenrotationsverfahren
faktorenrotationsverfahrens
faktorenstruktur
faktorenstrukturen
faktorextraktion
faktorextraktionen
faktorinterpretation
faktorinterpretationen
faktorladung
faktorladungen
faktorladungsmatrices
faktorladungsmatrix
faktorladungsmatrizen
faktorladungsmatrizes
faktorstrukturvergleich
faktorstrukturvergleiche
faktorstrukturvergleichen
faktorstrukturvergleiches
faktorstrukturvergleichs
faktorstufe
faktorstufen
faktorumkehrprobe
faktorumkehrproben
faktorwert
faktorwerte
faktorwerten
faktorwertes
faktorwerts
fehlerkomponente
fehlerkomponenten
fehlerkurve
fehlerkurven
fehlerlehre
fehlerquadrat
fehlerquadrate
fehlerquadratsumme
fehlerquadratsummen
fehlerrisiken
fehlerrisiko
fehlerrisikos
fehlervarianz
fehlervarianzen
fehlervarianzreduktion
fehlervarianzreduktionen
fehlervarianzschätzung
fehlervarianzschätzungen
fehlklassifikation
fehlklassifikationen
fehlspezifikation
fehlspezifikationen
felduntersuchung
felduntersuchungen
fixpunktmethode
fixpunktmethoden
flächendiagramm
flächendiagramme
flächendiagrammen
flächendiagramms
flächenstichprobenverfahren
flächenstichprobenverfahrens
fragebogengestaltung
fragebogengestaltungen
fraktil
fraktile
fraktils
freiheitsgrad
freiheitsgrade
freiheitsgraden
freiheitsgrades
freiheitsgradkorrektur
freiheitsgradkorrekturen
freiheitsgrads
frequenzkurve
frequenzkurven
fruchtbarkeitsziffer
fruchtbarkeitsziffern
fundamentaltheorem
fundamentaltheoreme
fundamentaltheoremen
fundamentaltheorems
funktionensystem
funktionensysteme
funktionensystemen
funktionensystems
gammafunktion
gammafunktionen
gammaverteilung
gammaverteilungen
gaussverteilung
gaussverteilungen
geburtenziffer
geburtenziffern
gefügegleichheit
gefügegleichheiten
gefügeungleichheit
gefügeungleichheiten
generalfaktormodell
generalfaktormodelle
generalfaktormodellen
generalfaktormodells
generalindex
generalindexe
generalindexen
generalindexes
generalindices
generalindizes
gesamtabweichung
gesamtabweichungen
gesamtmittelwerte
gesamtmittelwerten
gesamtmittelwertes
gesamtmittelwerts
gesamtrechnung
gesamtrechnungen
gesamtstreuungszerlegung
gesamtstreuungszerlegungen
gesamtvertrauensgrad
gesamtvertrauensgrade
gesamtvertrauensgraden
gesamtvertrauensgrades
gesamtvertrauensgrads
ginikoeffizient
ginikoeffizienten
ginikoeffizients
glättungsparameter
glättungsparametern
glättungsparameters
gleichmöglichkeitsmodell
gleichmöglichkeitsmodelle
gleichmöglichkeitsmodellen
gleichmöglichkeitsmodells
gleichungssystem
gleichungssysteme
gleichungssystemen
gleichungssystems
gleichverteilung
gleichverteilungen
gleichverteilungsprinzip
gleichverteilungsprinzipien
gleichverteilungsprinzips
gliederungstabelle
gliederungstabellen
gliederungszahl
gliederungszahlen
gliedziffermethode
gliedziffermethoden
gliedzifferverfahren
gliedzifferverfahrens
glockenkurve
glockenkurven
gradient
gradienten
gradientenabstieg
gradientenabstiege
gradientenabstiegen
gradientenabstieges
gradientenabstiegs
gradientenabstiegsverfahren
gradientenabstiegsverfahrens
gradientenverfahren
gradientenverfahrens
graph
graphen
grenzwert
grenzwerte
grenzwerten
grenzwertes
grenzwerts
grenzwertsätze
grenzwertsätzen
grenzwertsatz
grenzwertsatze
grenzwertsatzes
grenzwerttheorem
grenzwerttheoreme
grenzwerttheoremen
grenzwerttheorems
grundgesamtheit
grundgesamtheiten
grundräume
grundräumen
grundraum
grundraume
grundraumes
grundraums
gruppenfaktormodell
gruppenfaktormodelle
gruppenfaktormodellen
gruppenfaktormodells
gruppenindex
gruppenindexe
gruppenindexen
gruppenindexes
gruppenindices
gruppenindizes
gruppenstreuung
gruppenstreuungen
gütefunktion
gütefunktionen
häufigkeitsdaten
häufigkeitsdichte
häufigkeitsdichten
häufigkeitspolygon
häufigkeitspolygone
häufigkeitspolygonen
häufigkeitspolygons
häufigkeitstabelle
häufigkeitstabellen
häufigkeitsunterschied
häufigkeitsunterschiede
häufigkeitsunterschieden
häufigkeitsunterschiedes
häufigkeitsunterschieds
häufigkeitsverteilung
häufigkeitsverteilungen
hauptachsenanalyse
hauptachsenanalysen
hauptdiagonale
hauptdiagonalen
hauptkomponentenanalyse
hauptkomponentenanalysen
heterogenitätsmass
heterogenitätsmasse
heterogenitätsmassen
heterogenitätsmasses
heteroskedastizität
hilfsregression
hilfsregressionen
histogramm
histogramme
histogrammen
histogramms
hochrechnung
hochrechnungen
homogenitätsprüfung
homogenitätsprüfungen
homogenitätstest
homogenitätsteste
homogenitätstesten
homogenitätstestes
homogenitätstests
homoskedastizität
hypothesentest
hypothesenteste
hypothesentesten
hypothesentestes
hypothesentests
identitätsmatrices
identitätsmatrix
identitätsmatrizen
identitätsmatrizes
identitätsprobe
identitätsproben
index
indexbasen
indexbasis
indexe
indexen
indexes
indexformel
indexformeln
indexreplikation
indexreplikationen
indexzahl
indexzahlen
indices
indifferenztabelle
indifferenztabellen
indikatorfunktion
indikatorfunktionen
indikatorvariable
indikatorvariablen
indizes
inferenzstatistik
inferenzstatistiken
informationslag
informationslags
instrumentalvariable
instrumentalvariablen
instrumentalvariablenmethode
instrumentalvariablenmethoden
instrumentvariable
instrumentvariablen
integral
integrale
integralen
integrals
interaktionseffekt
interaktionseffekte
interaktionseffekten
interaktionseffektes
interaktionseffekts
interaktionsterm
interaktionsterme
interaktionstermen
interaktionsterms
interdezilbereich
interdezilbereiche
interdezilbereichen
interdezilbereiches
interdezilbereichs
interpolation
interpolationen
interpolationsformel
interpolationsformeln
interquartilsabstände
interquartilsabständen
interquartilsabstand
interquartilsabstande
interquartilsabstandes
interquartilsabstands
interquartilsbereich
interquartilsbereiche
interquartilsbereichen
interquartilsbereiches
interquartilsbereichs
intervallbreite
intervallbreiten
intervalldaten
intervallgrenze
intervallgrenzen
intervallprognose
intervallprognosen
intervallschätzern
intervallschätzers
intervallschätzung
intervallschätzungen
intervallskala
intervallskalas
intervallskalen
invarianzprinzip
invarianzprinzipien
invarianzprinzips
irrtumswahrscheinlichkeit
irrtumswahrscheinlichkeiten
itemanalyse
itemanalysen
itembatterie
itembatterien
iteration
iterationen
iterationstest
iterationsteste
iterationstesten
iterationstestes
iterationstests
kapazitätsmessung
kapazitätsmessungen
kardinalskala
kardinalskalas
kardinalskalen
kartogramm
kartogramme
kartogrammen
kartogramms
kategorialskala
kategorialskalas
kategorialskalen
kategorienbreite
kategorienbreiten
kategorienmitte
kategorienmitten
kaufkraftindex
kaufkraftindexe
kaufkraftindexen
kaufkraftindexes
kaufkraftindices
kaufkraftindizes
kaufkraftparität
kaufkraftparitäten
kaufkraftvergleich
kaufkraftvergleiche
kaufkraftvergleichen
kaufkraftvergleiches
kaufkraftvergleichs
kausalanalyse
kausalanalysen
kenngrösse
kenngrössen
kennzahl
kennzahlen
kerndichte
kerndichten
kerndichteschätzer
kerndichteschätzern
kerndichteschätzers
kettenindex
kettenindexe
kettenindexen
kettenindexes
kettenindices
kettenindizes
klassenbreite
klassenbreiten
klasseneinteilung
klassenhäufigkeit
klassenhäufigkeiten
klassenteilungen
klassierung
klassierungen
klassifikationsmatrices
klassifikationsmatrix
klassifikationsmatrizen
klassifikationsmatrizes
klassifizierungsbäume
klassifizierungsbäumen
klassifizierungsbaum
klassifizierungsbaumes
klassifizierungsbaums
klassifizierungsdiagramm
klassifizierungsdiagramme
klassifizierungsdiagrammen
klassifizierungsdiagrammes
klassifizierungsdiagramms
klumpeneffekt
klumpeneffekte
klumpeneffekten
klumpeneffektes
klumpeneffekts
klumpenstichprobe
klumpenstichprobenverfahren
klumpenstichprobenverfahrens
klumpenstichroben
kodierung
kodierungen
koeffizient
koeffizienten
kofaktor
kofaktoren
kofaktors
kollektivmasslehre
kollektivmasslehren
kombinationstabelle
kombinationstabelllen
kombinatorik
kommunalität
kommunalitäten
kommunalitätenproblem
kommunalitätenprobleme
kommunalitätenproblemen
kommunalitätenproblems
komplementärereignis
komplementärereignisse
komplementärereignissen
komplementärereignisses
komplexursache
komplexursachen
komponentenmodell
komponentenmodelle
komponentenmodellen
komponentenmodells
komponentenverfahren
komponentenverfahrens
kondidenzintervalles
konfidenzbänder
konfidenzbändern
konfidenzband
konfidenzbandes
konfidenzbands
konfidenzbereich
konfidenzbereiche
konfidenzbereichen
konfidenzbereiches
konfidenzbereichs
konfidenzintervall
konfidenzintervalle
konfidenzintervallen
konfidenzintervalls
konfidenzkoeffizient
konfidenzkoeffizienten
konfidenzniveau
konfidenzniveaus
konfidenzwahrscheinlichkeit
konfidenzwahrscheinlichten
konfigurationsfrequenzanalyse
konfigurationsfrequenzanalysen
konjunkturstatistik
konjunkturstatistiken
kontingenzanalyse
kontingenzanalysen
kontingenzkoeffizient
kontingenzkoeffizienten
kontingenzmass
kontingenzmasse
kontingenzmassen
kontingenzmasses
kontingenztabelle
kontingenztabellen
kontingenztafel
kontingenztafeln
kontinuitätskorrektur
kontinuitätskorrekturen
kontrastcodierung
kontrastcodierungen
kontrollvariable
kontrollvariablen
konvergenzkriterien
konvergenzkriterium
konvergenzkriteriums
konvergenzprinzipien
konvexitätsprinzip
konvexitätsprinzips
konzentrationsellipsoid
konzentrationsellipsoide
konzentrationsellipsoiden
konzentrationsellipsoids
konzentrationsindex
konzentrationsindexe
konzentrationsindexen
konzentrationsindexes
konzentrationsindices
konzentrationsindizes
konzentrationskurve
konzentrationskurven
konzentrationsmass
konzentrationsmasse
konzentrationsmassen
konzentrationsmasses
konzentrationsrate
konzentrationsraten
korrelation
korrelationen
korrelationsanalyse
korrelationsanalysen
korrelationskoeffizient
korrelationskoeffizienten
korrelationsmatrices
korrelationsmatrix
korrelationsmatrizen
korrelationsmatrizes
korrelationsmittelung
korrelationsmittelungen
korrelationsrechnung
korrelationsrechnungen
korrelationstabelle
korrelationstabellen
korrelationstest
korrelationsteste
korrelationstesten
korrelationstestes
korrelationstests
korrelationsunterschiede
korrelationsunterschieden
korrelationsverhältnis
korrelationsverhältnisse
korrelationsverhältnissen
korrelationsverhältnisses
korrelationsziffer
korrelationsziffern
korreliertheit
korreliertheiten
korrelogramm
korrelogramme
korrelogrammen
korrelogrammes
korrelogramms
kostenstatistik
kostenstatistiken
kovarianz
kovarianzanalyse
kovarianzanalysen
kovarianzmatrices
kovarianzmatrix
kovarianzmatrizen
kovarianzmatrizes
kovarianzstationarität
kovarianzstationaritäten
kovarianzstrukturanalyse
kovarianzstrukturanalysen
kovariaten
kovariatenmuster
kovariatenmustern
kovariatenmusters
kovariation
kreisdiagramm
kreisdiagramme
kreisdiagrammen
kreisdiagrammes
kreisdiagramms
kreuzklassifikation
kreuzklassifikationen
kreuzkorrelation
kreuzkorrelationen
kreuzproduktsumme
kreuzproduktsummen
kreuzproduktverhälnisse
kreuzproduktverhältnis
kreuzproduktverhältnissen
kreuzproduktverhältnisses
kreuztabelle
kreuztabellen
kreuztabellenanalyse
kreuztabellenanalysen
kreuztabellierung
kreuztabellierungen
kreuzvalidierung
kreuzvalidierungen
kriteriumsrotation
kriteriumsrotationen
kriteriumsvariable
kriteriumsvariablen
kugelfunktion
kugelfunktionen
kugelziehung
kugelziehungen
kumulant
kumulanten
kurtosis
kurtosismass
kurtosismasse
kurtosismassen
kurtosismasses
kurvenanpassung
kurvenanpassungen
kurvendiagramm
kurvendiagramme
kurvendiagrammen
kurvendiagrammes
kurvendiagramms
kurvengestaltung
längsschnittdaten
längsschnitterhebung
längsschnitterhebungen
längsschnittsdaten
längsschnittstudie
längsschnittstudien
lagegesetz
lagegesetze
lagegesetzen
lagemodell
lagemodelle
lagemodellen
lagemodelles
lagemodells
lageparameter
lageparametern
lageparameters
lagesetzes
laplaceverteilung
laplaceverteilungen
leistungsstatistik
leistungsstatistiken
likelihood
likelihoodfunktion
likelihoodfunktionen
likelihoods
linearapproximation
linearapproximationen
linearisierung
linearisierungen
linearkombination
linearkombinationen
lineartransformation
lineartransformationen
liniendiagramm
liniendiagramme
liniendiagrammen
liniendiagrammes
liniendiagramms
lndikatorvariable
lntervallschätzer
lochkarte
lochkarten
logarithmen
logarithmus
logit
logits
loglikelihood
loglikelihoods
lohnstrukturerhebung
lohnstrukturerhebungen
lokationsmodell
lokationsmodelle
lokationsmodellen
lokationsmodelles
lokationsmodells
lokationsparameter
lokationsparametern
lokationsparameters
lorenzkurve
lorenzkurven
lorenzkurvenordnung
lorenzkurvenordnungen
lrrtumswahrscheinlichkeit
mahalanobisabstände
mahalanobisabständen
mahalanobisabstand
mahalanobisabstandes
mahalanobisabstands
mancova
masskorrelation
masskorrelationen
masszahlkorrelation
masszahlkorrelationen
materialtabelle
materialtabellen
matrixalgebra
matrixprodukt
matrixprodukte
matrixprodukten
matrixproduktes
matrixprodukts
matrizenaddition
matrizenadditionen
matrizendifferentiation
matrizendifferentiationen
matrizeninversion
matrizeninversionen
matrizenmultipliationen
matrizenmultiplikation
matrizenzerlegung
matrizenzerlegungen
maximalkorrelation
maximalkorrelationen
median
mediane
medianen
medians
mediantest
medianteste
mediantesten
mediantestes
mediantests
medianverfahren
medianverfahrens
medianwert
medianwerte
medianwerten
medianwertes
medianwerts
mehrfachregression
mehrfachregressionen
mehrgleichungssystem
mehrgleichungssysteme
mehrgleichungssystemen
mehrgleichungssystemes
mehrgleichungssystems
mengenindex
mengenindexe
mengenindexen
mengenindexes
mengenindices
mengenindizes
mengenoperation
mengenoperationen
mengenschema
mengenschemas
mengenschemata
mengenschemen
merkmalsanteil
merkmalsanteile
merkmalsanteilen
merkmalsanteiles
merkmalsanteils
merkmalsausprägung
merkmalsausprägungen
merkmalsträger
merkmalsträgern
merkmalsträgers
merkmalstransformationen
merkmalstyp
merkmalstypen
merkmalstyps
merkmalsvariation
merkmalsvariationen
merkmalswert
merkmalswerte
merkmalswerten
merkmalswertes
merkmalswerts
merkmaltransformation
messmodell
messmodelle
messmodellen
messmodelles
messmodells
messniveau
messniveaus
messreihe
messreihen
messskala
messskalas
messskalen
messwiederholung
messwiederholungen
messwiederholungsanalyse
messwiederholungsanalysen
messung
messungen
mikrozensus
minimalzahl
minimalzahlen
minimierungsproblem
minimierungsprobleme
minimierungsproblemen
minimierungsproblemes
minimierungsproblems
mischverteilung
mischverteilungen
mittelwert
mittelwertdifferenztest
mittelwertdifferenzteste
mittelwertdifferenztesten
mittelwertdifferenztestes
mittelwertdifferenztests
mittelwerte
mittelwerten
mittelwertes
mittelwerts
mittelwertskorrektur
mittelwertskorrekturen
mittelwertslinie
mittelwertslinien
mittelwertstationarität
mittelwertstationaritäten
modalwert
modalwerte
modalwerten
modalwertes
modalwerts
modellidentifikation
modellidentifikationen
modellkomplexität
modellkomplexitäten
modellmodifikation
modellmodifikationen
modellspezifikation
modellspezifikationen
modelltransformation
modelltransformationen
moderatorvariable
moderatorvariablen
momentenkoeffizient
momentenkoeffizienten
momentenmethode
momentenmethoden
momentenproblem
momentenprobleme
momentenproblemen
momentenproblemes
momentenproblems
momentenschätzer
momentenschätzern
momentkoeffizient
momentschätzers
monotoniebedingung
monotoniebedingungen
moralstatistik
moralstatistiken
multikollinearität
multikollinearitäten
multinomialverteilung
multinomialverteilungen
multiplikationssätze
multiplikationssätzen
multiplikationssatz
multiplikationssatzes
multiplikationstheorem
multiplikationstheoreme
multiplikationstheoremen
multiplikationstheorems
multiplikator
multiplikatoren
multiplikatormethode
multiplikatormethoden
multiplikators
mutungsgrenze
mutungsgrenzen
nationalitätenerhebung
nationalitätenerhebungen
nettoproduktionswert
nettoproduktionswerte
nettoproduktionswerten
nettoproduktionswertes
nettoproduktionswerts
nettoreproduktionsziffer
nettoreproduktionsziffern
netztraining
netztrainings
netztyp
netztypauswahl
netztypauswahlen
netztypen
netztypenauswahl
netztyps
nichtlinearität
nichtlinearitäten
nichtnegativitätsbedingung
nichtnegativitätsbedingungen
niveauparameter
niveauparametern
niveauparameters
nominaldaten
nominalskala
nominalskalas
nominalskalen
normalapproximation
normalapproximationen
normalform
normalformen
normalgleichung
normalgleichungen
normalkurve
normalkurven
normalrangtransformation
normalrangtransformationen
normalverteilung
normalverteilungen
normalverteilungsannahme
normalverteilungsannahmen
normalverteilungsapproximation
normalverteilungsapproximationen
normalverteilungsüberprüfung
normalverteilungsüberprüfungen
normierungseigenschaft
normierungseigenschaften
nullergänzung
nullergänzungen
nullhypothese
nullhypothesen
nullhypothesenmodell
nullhypothesenmodellen
nullhypothesenmodelles
nullhypothesenmodellle
nulllhypothesenmodells
nullmodell
nullmodelle
nullmodellen
nullmodelles
nullmodells
nullrestriktion
nullrestriktionen
ökonometrie
operationalisierung
operationalisierungen
operationscharakteristik
operationscharakteristiken
optimalzahl
optimalzahlen
ordinaldaten
ordinalskala
ordinalskalas
ordinalskalen
ordinate
ordinaten
ordinatenachse
ordinatenachsen
ordnungsstatistik
ordnungsstatistiken
orthgonalpolynoms
orthogonalfaktor
orthogonalfaktoren
